index,predicted,actual,output,time,total_accuracy
0,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-4.2606, -0.9819, -0.6361,  2.2179]], device='cuda:0')",2.9990673065185547,0.907215447789646
1,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-3.7156, -0.1521, -0.3473, -0.5713]], device='cuda:0')",0.0,0.907215447789646
2,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 1, 1]","tensor([[-4.3923, -0.6235, -0.6881,  1.9442]], device='cuda:0')",0.0,0.907215447789646
3,"[1.0, 0.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 2.1472, -0.0534, -0.0331,  0.0915]], device='cuda:0')",0.0,0.907215447789646
4,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[21.5387, -2.8785, -5.0462,  8.3781]], device='cuda:0')",0.0,0.907215447789646
5,"[1.0, 0.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 1.5932, -0.1265,  1.1445, -0.8335]], device='cuda:0')",0.0,0.907215447789646
6,"[0.0, 1.0, 1.0, 0.0]","[0, 0, 1, 1]","tensor([[-3.9168,  0.0123,  0.1939, -0.2681]], device='cuda:0')",0.0,0.907215447789646
7,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-27.8170,  26.1973,  29.7101,  43.6830]], device='cuda:0')",0.0,0.907215447789646
8,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 0]","tensor([[-20.1568,  17.7241,  55.2329,   4.0284]], device='cuda:0')",0.0,0.907215447789646
9,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-3.8062, -0.4554, -0.6189, -0.5843]], device='cuda:0')",0.0,0.907215447789646
10,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-3.9957, -0.3124, -0.3364, -0.6321]], device='cuda:0')",0.0,0.907215447789646
11,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-7.1183, 28.3756, -3.7767, -2.8737]], device='cuda:0')",0.0,0.907215447789646
12,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[ 34.1662, -14.5877,  56.9055,  -4.7547]], device='cuda:0')",0.0,0.907215447789646
13,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[22.9982, -2.4401, -3.4177,  7.2436]], device='cuda:0')",0.0,0.907215447789646
14,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 0, 0]","tensor([[ 3.4248, -0.0934,  0.0894, -0.5475]], device='cuda:0')",0.0,0.907215447789646
15,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-31.3312,  34.8308,  22.8876,   1.4048]], device='cuda:0')",0.0,0.907215447789646
16,"[0.0, 0.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-4.4528, -0.1065,  0.6511,  1.5343]], device='cuda:0')",0.0,0.907215447789646
17,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-25.5053,  45.3161,  -8.7592,   5.7052]], device='cuda:0')",0.0,0.907215447789646
18,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-4.0189, -0.3211, -0.4120, -0.4817]], device='cuda:0')",0.0,0.907215447789646
19,"[1.0, 0.0, 1.0, 0.0]","[1, 1, 0, 0]","tensor([[ 2.1869, -0.2454,  0.0857, -0.6296]], device='cuda:0')",0.0,0.907215447789646
20,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-6.6913, -2.4153, -3.1187, 10.7198]], device='cuda:0')",0.0,0.907215447789646
21,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1]","tensor([[-4.0268, -0.2451, -0.1895, -0.2558]], device='cuda:0')",0.0,0.907215447789646
22,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[135.4659,  21.0032,  61.5271, -17.9137]], device='cuda:0')",0.0,0.907215447789646
23,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-29.7505,  20.9230,  41.7796,  31.6273]], device='cuda:0')",0.0,0.907215447789646
24,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 0, 0]","tensor([[ 3.7963, -0.0777,  0.0824, -0.6010]], device='cuda:0')",0.0,0.907215447789646
25,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-15.1162,  15.5044,  42.7816,  -5.8567]], device='cuda:0')",0.0,0.907215447789646
26,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-24.1058,  28.1548,  28.7148,  29.3659]], device='cuda:0')",0.0,0.907215447789646
27,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-9.5424, 17.1240, 41.2488, -6.0653]], device='cuda:0')",0.0,0.907215447789646
28,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-13.2779,  -7.9813,  -4.5847,  53.5924]], device='cuda:0')",0.0,0.907215447789646
29,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 0, 1]","tensor([[12.2498,  0.3680,  0.2235,  1.0656]], device='cuda:0')",0.0,0.907215447789646
30,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-4.5538, -0.8211, -1.0264,  1.9371]], device='cuda:0')",0.0,0.907215447789646
31,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-5.7507, -1.3333, -1.6382,  7.1620]], device='cuda:0')",0.0,0.907215447789646
32,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-19.3987,  25.6407,  45.0361,   8.9256]], device='cuda:0')",0.0,0.907215447789646
33,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[13.4827, -0.9642, -0.8137,  2.5707]], device='cuda:0')",0.0,0.907215447789646
34,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-4.4029,  0.0299, -1.0232,  2.8275]], device='cuda:0')",0.0,0.907215447789646
35,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[131.9806, -30.8370,  61.0283,  43.3211]], device='cuda:0')",0.0,0.907215447789646
36,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-15.9952, -10.7964,  35.4887,  33.5529]], device='cuda:0')",0.0,0.907215447789646
37,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[131.8916,  14.2215,  17.1358,  71.9657]], device='cuda:0')",0.0,0.907215447789646
38,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-6.1884, -1.7595, -0.3322, 10.3992]], device='cuda:0')",0.0,0.907215447789646
39,"[1.0, 0.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[13.4313, -0.0310, -1.0643,  2.7130]], device='cuda:0')",0.0,0.907215447789646
40,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-13.2466,  24.2002,  -4.0998,  -2.6034]], device='cuda:0')",0.0,0.907215447789646
41,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 1]","tensor([[ 39.1970, -11.9689,  57.6849,  -1.6571]], device='cuda:0')",0.0,0.907215447789646
42,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-6.5649, -1.5470, -2.1313, 11.0020]], device='cuda:0')",0.0,0.907215447789646
43,"[1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 0]","tensor([[108.5777,  31.1008, -18.4891,  -7.7300]], device='cuda:0')",0.0,0.907215447789646
44,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 1, 1]","tensor([[-4.4315, -0.5218, -0.8457,  2.5281]], device='cuda:0')",0.0,0.907215447789646
45,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-18.3660,  19.5950,  60.0077,  -4.7914]], device='cuda:0')",0.0,0.907215447789646
46,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-3.8452, -0.2438, -0.2933, -0.5618]], device='cuda:0')",0.0,0.907215447789646
47,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[ -7.6747, -11.8569,  49.5884,  -7.8954]], device='cuda:0')",0.0,0.907215447789646
48,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-4.3526, -0.7666, -0.9500,  1.9609]], device='cuda:0')",0.0,0.907215447789646
49,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-3.8651, -0.1908, -0.2367, -0.5229]], device='cuda:0')",0.0,0.907215447789646
50,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 1]","tensor([[ 56.3079, -12.6917,  66.5842,  -2.1513]], device='cuda:0')",0.0,0.907215447789646
51,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[15.7688, -0.2092, -0.4081, -0.4589]], device='cuda:0')",0.0,0.907215447789646
52,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[25.4899, -2.5096, -3.0706,  4.0184]], device='cuda:0')",0.0,0.907215447789646
53,"[1.0, 0.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[16.9912, -0.2596,  0.8428, -0.7383]], device='cuda:0')",0.0,0.907215447789646
54,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[36.5405, -7.7686, 35.1331, -6.3621]], device='cuda:0')",0.0,0.907215447789646
55,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 1]","tensor([[ 1.3421,  0.5205,  1.1919, -0.2436]], device='cuda:0')",0.0,0.907215447789646
56,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 1]","tensor([[-4.0925, -0.4781, -0.4183, -0.1968]], device='cuda:0')",0.0,0.907215447789646
57,"[0.0, 0.0, 1.0, 1.0]","[0, 1, 0, 1]","tensor([[-4.2551, -0.2591,  0.1603,  1.0958]], device='cuda:0')",0.0,0.907215447789646
58,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-3.6588, -0.2337, -0.3754,  0.1762]], device='cuda:0')",0.0,0.907215447789646
59,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[25.6888, -1.3812, -2.1040, -1.8769]], device='cuda:0')",0.0,0.907215447789646
60,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-3.9058, -0.2732, -0.3351, -0.3822]], device='cuda:0')",0.0,0.907215447789646
61,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[ -9.1143, -11.9186,  55.1115, -11.8746]], device='cuda:0')",0.0,0.907215447789646
62,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[198.9534,  -6.3914, -13.9878, -11.7689]], device='cuda:0')",0.0,0.907215447789646
63,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-16.6023,  14.6143,  39.5290,  -8.9618]], device='cuda:0')",0.0,0.907215447789646
64,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-4.2859, -0.5354, -0.6310, -0.5926]], device='cuda:0')",0.0,0.907215447789646
65,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[39.4890, -6.8972, 51.9454, -2.5781]], device='cuda:0')",0.9999275207519531,0.907215447789646
66,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-8.1521, 34.1448, -2.7095, -4.6968]], device='cuda:0')",0.0,0.907215447789646
67,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[233.6029,   9.2665, -29.0542,  63.2597]], device='cuda:0')",0.0,0.907215447789646
68,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1]","tensor([[ 4.3412, -0.2614, -0.2237, -0.0838]], device='cuda:0')",0.0,0.907215447789646
69,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-3.9457, -0.2849,  0.1206, -0.4138]], device='cuda:0')",0.0,0.907215447789646
70,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-17.9944,  36.0912,  -9.6699,  -2.1266]], device='cuda:0')",0.0,0.907215447789646
71,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-4.1942, -0.5265, -0.7342, -0.3538]], device='cuda:0')",0.0,0.907215447789646
72,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[17.3340, 23.7011, 48.9754,  9.2371]], device='cuda:0')",0.0,0.907215447789646
73,"[0.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[-5.6423, 33.6270, 35.5129, -4.3508]], device='cuda:0')",0.0,0.907215447789646
74,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-3.9573, -2.6408, 14.7801, -0.3593]], device='cuda:0')",0.0,0.907215447789646
75,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[13.5809, -0.3191, -0.4229, -0.5893]], device='cuda:0')",0.0,0.907215447789646
76,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[206.8198,  14.1962,  24.3369, -15.1208]], device='cuda:0')",0.0,0.907215447789646
77,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[183.3254,  17.8022,  65.0133, -16.3341]], device='cuda:0')",0.0,0.907215447789646
78,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0]","tensor([[-4.1456, -0.3245, -0.3532, -0.5499]], device='cuda:0')",0.0,0.907215447789646
79,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-3.9209, -0.3216, -0.4398, -0.5846]], device='cuda:0')",0.0,0.907215447789646
80,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1]","tensor([[ 3.0679, -0.1675, -0.1636, -0.5956]], device='cuda:0')",0.0,0.907215447789646
81,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-3.5834, -0.0594, -0.2381, -0.2511]], device='cuda:0')",0.0,0.907215447789646
